,Brand_Class_num,Owner_Type_num,Transmission_num,Fuel_Type_num,Kilometers_Driven_log,Mileage,Seats,Ageofcar,Power,Engine,Price_log
119,0,1,0,1,10.915088464214609,24.3,5.0,5,88.5,1248,2.0149030205422647
120,0,2,0,2,11.532728092266408,17.0,5.0,16,62.1,1086,-0.1625189294977749
121,1,2,1,1,10.892154758385855,15.0,5.0,7,107.3,2143,2.818398258271076
122,0,1,0,1,9.235032984566557,22.0,5.0,3,126.2,1582,2.3933394562625097
123,0,1,0,2,10.689077168485634,18.9,5.0,10,67.1,998,0.8960880245566357
124,0,1,1,2,10.394640940504598,21.9,4.0,4,37.48,624,1.172482137234565
125,0,1,0,1,10.645424897265505,12.05,8.0,7,120.0,2179,2.0476928433652555
126,1,1,1,2,10.252452853404808,11.7,5.0,12,178.0,1796,2.2353763433005955
127,0,1,0,0,11.406453220459712,26.6,5.0,8,58.16,998,1.1786549963416462
128,0,2,0,2,10.772686676876432,10.8,5.0,14,152.0,2354,1.6582280766035324
129,1,1,1,1,10.915088464214609,21.21,5.0,6,103.2,1498,1.9810014688665836
130,0,1,0,2,10.698401298243684,20.73,5.0,4,91.1,1373,2.010894999144726
131,0,1,1,1,10.896739325546411,16.0,7.0,5,140.0,2179,2.583997552432231
132,0,1,0,2,10.316656245029325,21.1,5.0,5,85.8,1197,1.7595805708638197
133,0,1,0,2,11.39075783099602,24.07,5.0,7,67.1,998,0.9555114450274363
134,1,1,1,2,9.500918247539987,19.0,2.0,4,362.07,2996,3.9889840465642745
135,0,1,1,2,9.445017159104063,17.0,5.0,2,121.3,1591,2.4423470353692043
136,0,2,0,2,11.455137441202837,19.7,5.0,11,46.3,796,0.4700036292457356
137,1,1,1,1,10.36788172817358,20.58,5.0,6,143.0,1995,2.846071498999585
138,0,1,1,2,9.392661928770137,19.0,5.0,6,88.7,1199,1.791759469228055
139,0,1,0,2,11.391638798762145,13.5,5.0,9,130.0,1799,1.3737155789130306
140,1,1,1,1,10.713639688348616,19.27,5.0,7,170.0,2143,2.887590114934288
141,0,1,0,1,10.715395068816916,25.8,5.0,7,98.6,1498,1.308332819650179
142,0,1,0,2,10.440097875275846,22.0,5.0,5,81.8,1197,1.691939133945844
143,0,3,0,2,11.299224689982603,17.0,5.0,13,62.1,1086,0.5128236264286637
144,0,1,0,1,11.421193874370635,11.5,7.0,9,171.0,2982,2.6019486702196644
145,0,1,0,1,11.326595886778737,21.14,5.0,8,103.52,1498,1.55814461804655
146,0,1,0,2,10.628206071933391,20.73,5.0,3,91.1,1373,2.2925347571405443
147,1,1,1,2,10.043249494911286,11.05,4.0,8,444.0,2894,3.610917912644224
148,1,1,1,1,10.778956289890028,21.76,5.0,7,190.0,1995,3.277144732992177
149,1,1,1,1,10.783404714295925,17.11,5.0,6,174.33,1968,3.149311361482292
150,0,1,0,1,10.46310334047155,22.9,5.0,5,74.0,1248,1.8325814637483104
151,1,1,1,2,10.470986472491523,7.81,5.0,11,362.9,5461,3.4011973816621555
152,0,1,1,1,10.908155395027697,21.66,5.0,5,103.52,1498,2.288486168614544
153,0,1,1,1,11.827714306760283,17.2,5.0,9,138.1,1968,2.1400661634962708
154,0,1,0,2,9.569552095566886,21.1,5.0,2,55.2,814,1.4422019930581866
155,1,1,0,1,11.091849133347846,22.07,5.0,9,73.9,1199,1.252762968495368
156,0,1,0,2,8.699514748210191,20.63,5.0,5,67.06,1198,0.9162907318741552
157,0,1,0,2,10.412711894935144,19.4,5.0,8,86.8,1198,0.8712933659434193
158,1,1,1,2,10.275051108968611,14.8,5.0,8,120.7,1595,2.4203681286504293
159,0,1,0,1,10.66501741845733,26.0,5.0,6,98.6,1498,1.9615022438151493
160,0,1,0,1,11.407564949312402,12.99,7.0,5,100.6,2494,2.388762789235098
161,0,1,0,2,10.08601742096504,20.4,5.0,4,81.8,1197,1.824549292051046
162,0,1,0,1,10.397939862184174,15.1,7.0,9,140.0,2179,2.066862759472976
163,0,1,0,1,11.90427812595702,22.7,5.0,7,89.84,1498,1.4861396960896067
164,0,1,0,1,11.788775311915373,13.0,7.0,9,168.5,2982,2.602689685444384
165,1,1,1,1,11.082142548877776,21.5,5.0,8,108.5,1498,1.8325814637483104
166,0,2,0,1,11.099271922956495,20.0,5.0,11,68.0,1399,0.7419373447293773
167,1,1,1,1,10.621327345686446,15.3,5.0,6,258.0,2993,3.80666248977032
168,1,1,1,1,10.066881099444563,19.27,5.0,4,167.62,2143,3.51631018876266
169,0,2,0,2,10.714417768752456,19.4,5.0,9,86.8,1198,1.2947271675944
170,0,1,0,2,11.002099841204238,20.36,5.0,8,78.9,1197,1.01160091167848
171,1,1,1,1,10.701310014034204,17.9,5.0,5,170.0,2143,3.7495040759303713
172,0,1,0,2,6.907755278982137,18.9,5.0,2,81.86,1197,1.8718021769015916
173,1,2,1,1,11.042921835724492,17.68,5.0,9,174.33,1968,2.9444389791664403
174,1,2,1,2,9.95227771670556,14.4,5.0,8,103.6,1598,1.4929040961781488
175,1,2,1,1,9.050758302151715,16.6,5.0,4,112.0,1998,3.1354942159291497
176,0,1,0,1,10.275051108968611,22.54,5.0,7,88.73,1396,2.122261538862764
177,1,1,1,1,10.596634733096073,17.68,5.0,7,174.33,1968,3.133317936506554
178,0,1,1,2,10.888128282631826,13.7,5.0,9,157.75,1798,1.9300710850255671
179,0,2,0,1,12.283033686666302,17.8,5.0,15,68.0,1399,0.371563556432483
180,1,1,1,1,10.839580911706465,22.48,5.0,7,190.0,1995,3.5115454388310208
181,1,1,0,1,11.05089000537367,22.07,5.0,9,73.9,1199,1.4350845252893227
182,0,1,0,1,10.126631103850338,19.98,8.0,6,108.5,1461,1.9095425048844383
183,1,1,1,1,10.528944584126124,13.0,5.0,7,201.1,2143,3.4657359027997265
184,0,1,0,2,10.117509629400775,21.4,5.0,4,83.1,1197,2.0149030205422647
185,0,1,0,1,11.03488966402723,22.32,5.0,9,126.32,1582,1.5260563034950492
186,0,1,0,2,10.865516176084135,19.81,5.0,4,68.05,1086,1.396244691973059
187,0,1,0,1,10.946217083956563,15.4,7.0,5,120.0,1997,2.333114298028869
188,1,1,1,1,10.493798805759472,12.7,5.0,3,187.7,2179,4.0210567664522685
189,0,1,0,1,11.695247021764184,20.0,5.0,11,68.0,1399,0.9555114450274363
190,0,1,0,1,10.404262840448617,25.47,7.0,5,88.5,1248,2.1400661634962708
191,0,1,0,2,11.002199836204571,12.8,5.0,14,100.0,1493,1.0818051703517284
192,0,1,0,1,10.858998997563564,25.8,5.0,7,98.6,1498,1.252762968495368
193,0,1,0,2,10.682147070420289,20.36,5.0,6,78.9,1197,1.2669476034873244
194,0,1,0,1,10.819778284410283,25.8,5.0,8,98.6,1498,1.1786549963416462
195,0,1,0,1,11.635143097694478,17.5,5.0,13,106.0,1896,1.5040773967762742
196,0,1,0,1,11.407564949312402,19.87,5.0,7,83.8,1461,1.6770965609079151
197,0,2,0,1,10.275051108968611,17.45,7.0,4,100.0,1493,1.8718021769015916
198,0,1,0,1,9.903487552536127,24.3,5.0,5,88.5,1248,2.19722457733622
199,0,1,0,2,11.018825845119824,18.6,5.0,5,81.83,1197,1.791759469228055
200,0,1,0,2,11.378925391103238,14.7,5.0,12,85.0,1390,1.01160091167848
201,0,1,0,2,11.16336798880036,15.64,5.0,11,64.1,1193,0.4054651081081644
202,1,1,1,1,11.068246443685664,15.73,5.0,6,174.33,1968,2.990719731730447
203,0,1,1,2,11.238488619268468,14.7,5.0,7,177.5,1798,2.302585092994046
204,0,1,0,1,11.55214617812351,23.59,5.0,7,67.06,1364,1.0986122886681098
205,0,1,0,2,10.645448706505872,16.1,5.0,11,93.7,1493,0.7466879474879751
206,1,1,1,2,10.525272986610377,14.8,5.0,7,120.7,1595,2.481567748522486
207,0,1,0,1,10.714417768752456,27.4,5.0,8,98.6,1498,1.1786549963416462
208,0,2,0,1,11.677057592563973,22.32,5.0,9,126.32,1582,1.55814461804655
209,0,1,0,1,10.308952660644293,20.46,5.0,7,83.8,1461,1.7833912195575383
210,0,2,0,2,10.20570103083382,15.29,5.0,6,121.3,1591,2.0980179272527715
211,0,1,1,2,9.047821442478408,20.51,5.0,5,67.0,998,1.4398351280479205
212,1,1,1,2,10.325481962595504,11.74,5.0,11,186.0,1796,2.3513752571634776
213,1,1,1,1,10.933106969717286,11.8,5.0,9,246.7,2967,3.80666248977032
214,0,2,0,2,10.691944912900398,19.81,5.0,9,68.05,1086,1.0647107369924282
215,0,1,1,2,9.259130536145614,14.3,5.0,4,103.52,1598,2.186051276738094
216,0,1,1,2,10.16585181700362,14.67,5.0,4,177.46,1798,3.258096538021482
217,0,1,0,2,10.133249156151914,17.19,5.0,3,81.86,1197,2.1065702090680887
218,0,2,0,1,11.06663836234181,25.8,5.0,7,98.6,1498,1.252762968495368
219,0,2,0,2,11.018629143155447,18.9,5.0,17,67.1,998,0.2231435513142097
220,0,1,0,1,11.580584113444043,21.03,5.0,8,65.0,1461,1.308332819650179
221,1,1,1,1,10.280587479087396,19.27,5.0,3,167.62,2143,3.674019591206912
222,0,1,0,2,10.373491181781864,22.5,5.0,8,67.04,998,0.9745596399981308
223,1,2,0,1,10.740150490648064,19.01,5.0,6,108.5,1461,2.188295946591918
224,0,1,0,1,10.757902880692196,17.8,5.0,8,74.0,1248,1.410986973710262
225,1,1,1,2,10.17835030752565,16.82,4.0,4,189.08,1998,3.5743099993708003
226,0,1,0,1,11.162459775080668,20.0,5.0,6,99.0,1498,1.2809338454620642
227,0,2,0,1,12.206072645530174,17.2,5.0,14,53.5,1396,-0.1625189294977749
228,1,1,0,1,10.714417768752456,22.07,5.0,9,73.9,1199,1.2809338454620642
229,0,1,0,1,11.06663836234181,22.9,5.0,5,74.0,1248,1.916922612182061
230,0,1,0,1,10.628230294685824,20.0,5.0,9,68.05,1399,0.9162907318741552
231,0,1,1,1,9.558529412264615,11.36,7.0,2,171.5,2755,2.97756830292632
232,0,2,1,1,11.112447898373103,11.72,7.0,10,194.3,2199,1.9459101490553128
233,0,1,0,2,10.391208302587025,17.4,5.0,10,117.3,1497,1.3532545070416904
234,0,1,0,2,9.613135251528467,18.6,5.0,3,81.83,1197,1.8357763546448291
235,1,1,1,1,10.932749763069443,19.27,5.0,6,167.62,2143,2.8970163006148333
236,0,1,0,1,10.948118727337723,22.54,5.0,6,88.73,1396,1.9740810260220096
237,0,1,0,1,11.706631966630749,12.99,7.0,6,100.6,2494,2.660259537265861
238,0,1,0,1,10.858998997563564,20.77,7.0,8,88.76,1248,1.9315214116032136
239,0,1,0,1,11.6784399034478,12.8,7.0,7,102.0,2494,2.374905754573672
240,0,3,0,2,11.184421397998191,17.0,5.0,14,62.1,1086,-0.0512932943875505
241,0,1,0,2,10.43161267338018,17.8,5.0,5,117.3,1497,2.0906287310704004
242,1,1,1,1,11.314498916192855,17.05,5.0,7,184.0,1995,2.917770732084279
243,0,1,0,1,10.404262840448617,24.0,5.0,4,70.0,1120,1.55814461804655
244,0,1,0,1,10.4341158035983,28.09,5.0,5,88.5,1248,2.134166441369082
245,0,1,0,1,10.915088464214609,20.5,5.0,9,103.6,1598,1.252762968495368
246,0,1,0,1,11.986285953653564,13.1,5.0,15,82.0,1493,0.5877866649021191
247,1,2,0,1,11.002099841204238,19.91,5.0,7,103.6,1498,1.308332819650179
248,0,1,0,2,10.811241953387997,18.7,5.0,4,88.7,1199,1.969905654611529
249,0,1,0,2,11.326595886778737,19.81,5.0,11,68.05,1086,0.5596157879354227
250,0,1,1,1,10.846342315535834,16.38,5.0,3,183.0,1995,3.09058780456667
251,0,1,0,1,10.6689553946757,13.68,7.0,4,147.8,2393,2.9258461460898246
252,0,3,0,2,10.46310334047155,19.7,5.0,10,35.0,796,0.6151856390902335
253,0,2,0,2,10.23537787965223,20.4,5.0,4,81.8,1197,1.7833912195575383
254,0,1,0,2,9.711963784977376,18.9,5.0,7,82.0,1197,1.3217558399823195
255,0,1,0,1,11.695247021764184,22.9,5.0,9,74.0,1248,1.3217558399823195
256,0,1,0,1,11.872521139419938,22.0,5.0,13,126.2,1582,0.9555114450274363
257,0,1,0,2,11.502875129116727,17.0,5.0,15,62.1,1086,0.5596157879354227
258,0,1,0,2,10.858998997563564,17.0,5.0,11,80.0,1197,1.029619417181158
259,1,1,1,1,10.302901053215855,11.57,5.0,4,254.79,2987,4.11561669749764
260,1,2,0,1,10.950806546816688,15.8,5.0,7,170.0,2148,2.8903717578961645
261,0,1,0,1,11.39075783099602,23.2,5.0,7,73.94,1248,1.4701758451005926
262,0,1,0,1,10.23995978915734,19.67,5.0,5,126.2,1582,2.6210388241125804
263,0,1,0,2,11.112447898373103,19.0,5.0,11,66.1,998,0.6931471805599453
264,0,1,0,1,10.16585181700362,19.64,5.0,5,108.45,1461,2.302585092994046
265,0,1,0,1,11.695247021764184,17.8,5.0,11,76.0,1248,0.5007752879124892
266,1,1,1,1,10.85865278379234,16.55,5.0,4,258.0,2993,3.823628854665551
267,0,2,0,2,10.491274217438248,20.36,5.0,11,78.9,1197,1.1786549963416462
268,0,1,0,1,10.757902880692196,12.8,7.0,5,102.0,2494,2.5494451709255714
269,0,3,0,2,11.002099841204238,17.3,5.0,19,60.0,993,-0.5978370007556204
270,0,1,0,1,10.342548610072807,28.4,5.0,3,74.0,1248,1.9671123567059163
271,0,2,0,1,11.56171562913966,12.05,8.0,8,120.0,2179,1.9459101490553128
272,0,1,0,1,11.710956315469362,22.95,5.0,4,74.0,1248,1.3217558399823195
273,0,1,0,2,10.029899914890564,18.88,5.0,4,123.24,999,2.1400661634962708
274,0,1,0,1,11.198214720130528,23.4,5.0,9,74.0,1248,1.4701758451005926
275,0,1,0,2,10.380559889496729,22.74,5.0,5,47.3,796,1.181727195378616
276,0,1,0,2,10.915088464214609,17.0,5.0,10,118.0,1497,1.43746264769429
277,1,1,1,1,9.331406899955626,12.07,7.0,3,241.4,2967,4.253624919869357
278,0,2,1,1,10.778956289890028,17.0,5.0,12,105.0,1896,1.0818051703517284
279,0,1,0,2,10.902426824720171,17.1,5.0,9,121.3,1591,1.4539530095937054
280,0,1,1,2,11.270114777180543,16.8,5.0,12,118.0,1497,1.2725655957915476
281,0,1,0,1,10.736396675471232,21.9,5.0,8,88.8,1396,1.1346227261911428
282,0,1,1,2,10.71555046034839,15.0,5.0,7,98.6,1396,1.7850704810772584
283,1,1,0,1,11.141861783579396,20.54,5.0,10,103.6,1598,1.547562508716013
284,0,1,0,2,10.799575577092764,17.4,5.0,7,117.3,1497,1.9315214116032136
285,0,1,0,1,10.714417768752456,22.95,5.0,3,74.0,1248,1.6582280766035324
286,1,1,1,1,11.06663836234181,18.48,5.0,6,177.0,1995,3.332204510175204
287,0,1,0,2,11.002099841204238,18.9,5.0,12,67.0,1061,0.3001045924503381
288,0,1,0,2,11.037756518412271,18.2,5.0,6,88.7,1199,1.5789787049493915
289,1,1,0,1,10.968301732454014,15.0,5.0,9,105.0,1896,1.9021075263969205
290,0,1,0,2,11.211820372186306,20.36,5.0,11,78.9,1197,1.1314021114911006
291,1,1,1,1,11.26152389003502,19.27,5.0,6,170.0,2143,2.925309809257445
292,0,1,0,2,10.720510282751617,20.36,5.0,9,78.9,1197,1.029619417181158
293,0,1,0,1,10.778956289890028,13.68,7.0,5,147.8,2393,3.0081547935525483
294,1,1,1,1,10.362556616729083,17.68,5.0,6,174.33,1968,3.287655340263026
295,0,2,0,1,11.59910316121128,12.99,7.0,11,100.6,2494,2.1114245875328868
296,1,1,0,2,10.372803445345363,16.47,5.0,6,73.9,1198,1.358409157630355
297,0,1,0,2,11.156250521031495,20.92,5.0,10,67.1,998,0.7419373447293773
298,0,1,1,2,9.615805480084347,18.0,5.0,4,117.3,1497,2.540814281726296
299,0,1,0,1,10.98762897477578,17.0,5.0,8,70.0,1405,0.947789398933526
300,1,1,1,1,11.030460514973196,17.68,5.0,7,174.33,1968,3.033509637888021
301,1,1,1,1,10.778956289890028,17.9,5.0,6,136.0,2143,3.0086484988205373
302,0,2,0,2,10.968198289528557,17.0,5.0,15,62.1,1086,0.4054651081081644
303,0,1,0,1,11.002433118994356,17.8,5.0,10,74.0,1248,0.9162907318741552
304,0,1,1,2,11.26208949363911,23.1,5.0,7,67.04,998,1.4469189829363254
305,1,1,1,1,10.275051108968611,17.9,5.0,4,201.15,2143,4.04305126783455
306,1,1,1,1,10.691944912900398,12.7,5.0,4,187.7,2179,3.784189633918261
307,1,1,0,1,11.595666068509209,20.54,5.0,10,103.6,1598,1.2947271675944
308,0,1,0,2,11.18151439899016,14.0,5.0,9,35.0,796,0.7178397931503168
309,0,1,0,2,11.428793574640473,18.5,5.0,9,86.8,1198,1.1410330045520618
310,0,2,0,1,11.970350312009105,14.07,7.0,21,83.1,2956,0.4054651081081644
311,0,1,0,1,11.420623755178358,18.0,5.0,9,75.0,1248,1.0473189942805592
312,0,1,0,2,11.082142548877776,18.9,5.0,9,67.1,998,0.9745596399981308
313,0,1,0,1,11.389943940555,16.0,7.0,6,140.0,2179,2.360854001118021
314,0,2,0,1,11.83500896413934,17.1,5.0,13,70.0,1396,0.2231435513142097
315,0,1,0,2,9.798127036878302,16.02,7.0,3,93.7,1373,2.110213200346589
316,0,1,1,2,11.002099841204238,11.7,5.0,10,177.6,2354,1.4929040961781488
317,0,1,0,1,10.778956289890028,19.3,5.0,9,73.9,1248,1.308332819650179
